Date,Close/Last,Volume,Open,High,Low
12/04/2025,100.14,6953210,100.25,100.31,100.11
12/03/2025,100.38,9744487,100.30,100.39,100.21
12/02/2025,100.19,7972078,100.07,100.22,100.04
12/01/2025,100.06,7249251,100.07,100.1399,100.0232
11/28/2025,100.82,5064814,100.91,100.9434,100.7001
11/26/2025,100.96,8935197,100.78,100.97,100.66
11/25/2025,100.80,16788420,100.71,100.9499,100.70
11/24/2025,100.64,7717732,100.51,100.6599,100.50
11/21/2025,100.44,9334905,100.45,100.50,100.2801
11/20/2025,100.20,12968080,100.18,100.28,100.135
11/19/2025,100.08,8951707,100.20,100.2499,100.03
11/18/2025,100.08,7731817,100.25,100.2699,100.00
11/17/2025,100.02,7821945,100.05,100.1367,100.01
11/14/2025,100.00,6350455,100.30,100.325,99.98
11/13/2025,100.12,7541607,100.24,100.33,100.12
11/12/2025,100.42,6267263,100.42,100.4969,100.355
11/11/2025,100.46,5186222,100.38,100.49,100.33
11/10/2025,100.16,7944991,100.20,100.27,100.10
11/07/2025,100.20,5708277,100.13,100.34,100.11
11/06/2025,100.24,7247564,100.18,100.30,100.14
11/05/2025,99.87,8164985,100.10,100.105,99.8201
11/04/2025,100.14,29687560,100.15,100.2772,100.13
11/03/2025,100.09,9042118,100.07,100.15,100.00
10/31/2025,100.54,13111990,100.66,100.70,100.5034
10/30/2025,100.60,13563860,100.48,100.76,100.46
10/29/2025,100.79,9275654,101.25,101.25,100.76
10/28/2025,101.27,10300920,101.19,101.30,101.1401
10/27/2025,101.21,8527970,101.08,101.21,100.9734
10/24/2025,101.14,6544551,101.17,101.1999,101.02
10/23/2025,101.04,9975319,101.11,101.17,101.01
10/22/2025,101.22,13263180,101.16,101.24,101.0944
10/21/2025,101.23,12966020,101.27,101.3499,101.20
10/20/2025,101.13,7299173,101.07,101.13,101.015
10/17/2025,100.96,11738940,101.01,101.01,100.855
10/16/2025,101.10,10035370,100.69,101.11,100.665
10/15/2025,100.74,6297053,100.82,100.93,100.6503
10/14/2025,100.78,8508742,100.57,100.79,100.53
10/13/2025,100.62,8320524,100.46,100.63,100.355
10/10/2025,100.43,10204150,100.355,100.535,100.2537
10/09/2025,100.02,5199511,100.08,100.10,100.00
10/08/2025,100.14,5726913,100.31,100.33,100.1109
10/07/2025,100.13,6379424,100.08,100.2299,100.02
10/06/2025,99.96,6950292,100.00,100.145,99.95
10/03/2025,100.18,5268682,100.32,100.38,100.16
10/02/2025,100.29,6055896,100.14,100.32,100.10
10/01/2025,100.18,6961327,100.18,100.26,100.03
09/30/2025,100.25,12400670,100.33,100.49,100.20
09/29/2025,100.26,7751896,100.18,100.33,100.14
09/26/2025,100.07,6868258,100.09,100.205,99.9701
09/25/2025,100.00,8743587,100.00,100.0599,99.85
09/24/2025,100.14,6610757,100.25,100.26,100.11
09/23/2025,100.33,8095806,100.24,100.36,100.16
09/22/2025,100.17,5642221,100.26,100.29,100.12
09/19/2025,100.29,7238582,100.30,100.36,100.21
09/18/2025,100.29,7123780,100.265,100.4099,100.16
09/17/2025,100.57,7878394,100.87,101.02,100.49
09/16/2025,100.75,8264633,100.75,100.97,100.6501
09/15/2025,100.71,5038980,100.67,100.74,100.6219
09/12/2025,100.54,6525926,100.48,100.54,100.335
09/11/2025,100.63,6776518,100.55,100.7799,100.53
09/10/2025,100.44,5952390,100.41,100.585,100.34
09/09/2025,100.24,7090107,100.38,100.455,100.1634
09/08/2025,100.44,7202666,100.33,100.45,100.3028
09/05/2025,100.10,7617276,100.14,100.23,100.08
09/04/2025,99.63,6297263,99.44,99.64,99.335
09/03/2025,99.23,8399985,98.95,99.3281,98.95
09/02/2025,98.87,8530146,98.82,98.945,98.785
08/29/2025,99.46,9181441,99.47,99.54,99.40
08/28/2025,99.59,7068538,99.43,99.6099,99.405
08/27/2025,99.47,7320773,99.22,99.47,99.165
08/26/2025,99.37,4695983,99.24,99.39,99.16
08/25/2025,99.25,5625046,99.21,99.34,99.16
08/22/2025,99.40,9451448,99.03,99.445,99.00
08/21/2025,98.85,7129167,98.96,98.985,98.734
08/20/2025,99.08,5615239,98.99,99.1599,98.98
08/19/2025,99.02,9946958,98.94,99.04,98.91
08/18/2025,98.83,7906363,98.99,99.00,98.75
08/15/2025,98.94,6884785,99.07,99.10,98.874
08/14/2025,99.09,5208674,99.18,99.2698,99.02
08/13/2025,99.37,5386916,99.28,99.4135,99.2605
08/12/2025,99.01,12239540,98.91,99.01,98.795
08/11/2025,99.01,9698278,99.01,99.115,98.941
08/08/2025,98.94,8238131,99.00,99.12,98.89
08/07/2025,99.13,7869348,99.23,99.3174,99.09
08/06/2025,99.21,8102718,99.14,99.29,98.835
08/05/2025,99.25,9092372,99.13,99.31,99.105
08/04/2025,99.22,6717955,99.16,99.24,99.03
08/01/2025,99.14,12416290,98.87,99.16,98.85
07/31/2025,98.62,19774720,98.72,98.83,98.57
07/30/2025,98.57,8305360,98.67,98.8199,98.52
07/29/2025,98.85,12015160,98.42,98.85,98.42
07/28/2025,98.32,7032238,98.36,98.42,98.28
07/25/2025,98.45,5530410,98.30,98.48,98.25
07/24/2025,98.29,9644196,98.11,98.36,98.09
07/23/2025,98.35,7467087,98.45,98.48,98.32
07/22/2025,98.57,6172677,98.48,98.64,98.43
07/21/2025,98.38,6865690,98.46,98.54,98.36
07/18/2025,98.11,8443792,98.15,98.17,98.0415
07/17/2025,97.93,8355454,97.98,98.0567,97.86
07/16/2025,97.89,23556800,97.89,98.02,97.685
07/15/2025,97.75,9680969,98.16,98.16,97.70
07/14/2025,98.04,6231389,98.01,98.125,97.93
07/11/2025,98.05,6106474,98.17,98.2472,98.02
07/10/2025,98.46,5127152,98.42,98.48,98.30
07/09/2025,98.49,11043650,98.21,98.49,98.13
07/08/2025,98.08,7804229,97.95,98.08,97.93
07/07/2025,98.12,8088095,98.32,98.33,98.06
07/03/2025,98.47,4583196,98.53,98.59,98.4057
07/02/2025,98.67,8755956,98.68,98.70,98.54
07/01/2025,98.79,18480330,98.87,98.9495,98.665
06/30/2025,99.20,14036870,99.05,99.23,98.9444
06/27/2025,98.80,25931630,98.87,99.095,98.76
06/26/2025,99.08,9775172,98.80,99.10,98.78
06/25/2025,98.81,8434797,98.62,98.81,98.52
06/24/2025,98.82,7907575,98.36,98.82,98.34
06/23/2025,98.42,5884591,98.40,98.65,98.30
06/20/2025,98.22,6213004,98.00,98.305,97.95
06/18/2025,98.13,5907865,98.21,98.395,98.03
06/17/2025,98.06,5312113,97.95,98.115,97.76
06/16/2025,97.76,5680895,97.89,98.07,97.75
06/13/2025,97.96,8050549,98.11,98.16,97.76
06/12/2025,98.31,5726351,98.24,98.32,98.12
06/11/2025,97.95,5992536,97.79,97.98,97.70
06/10/2025,97.62,4990864,97.72,97.7399,97.505
06/09/2025,97.40,7096604,97.29,97.54,97.27
06/06/2025,97.28,6299934,97.46,97.525,97.2505
06/05/2025,97.78,10456610,98.03,98.12,97.77
06/04/2025,98.03,7761493,97.75,98.09,97.69
06/03/2025,97.45,7177836,97.60,97.7518,97.37
06/02/2025,97.52,28390080,97.23,97.5955,97.23
05/30/2025,98.10,15488430,97.86,98.10,97.80
05/29/2025,97.86,7724141,97.74,97.94,97.70
05/28/2025,97.50,4909442,97.56,97.6746,97.375
05/27/2025,97.68,7461471,97.51,97.74,97.42
05/23/2025,97.24,5210517,97.34,97.38,97.08
05/22/2025,97.10,6084846,96.77,97.11,96.66
05/21/2025,96.82,12393430,97.17,97.28,96.7444
05/20/2025,97.46,7496635,97.52,97.54,97.28
05/19/2025,97.63,7232766,97.14,97.66,97.10
05/16/2025,97.66,5262544,97.91,97.92,97.62
05/15/2025,97.60,7638874,97.31,97.60,97.22
05/14/2025,97.05,7350713,97.28,97.34,97.01
05/13/2025,97.33,6305463,97.50,97.55,97.24
05/12/2025,97.43,10768260,97.45,97.6599,97.33
05/09/2025,97.76,5739278,97.86,97.97,97.74
05/08/2025,97.66,7814291,98.21,98.23,97.65
05/07/2025,98.17,6556985,98.16,98.3395,98.0907
05/06/2025,98.02,11730110,97.78,98.02,97.65
05/05/2025,97.78,14273810,97.90,97.91,97.645
05/02/2025,97.95,9879165,98.06,98.3417,97.82
05/01/2025,98.43,6912635,98.83,98.873,98.28
04/30/2025,99.02,7370375,98.99,99.165,98.8848
04/29/2025,99.11,6731098,98.76,99.11,98.75
04/28/2025,98.87,4890765,98.52,98.8999,98.50
04/25/2025,98.60,9058952,98.47,98.6283,98.3649
04/24/2025,98.24,8524534,98.06,98.25,98.00
04/23/2025,97.70,13376710,98.33,98.47,97.65
04/22/2025,97.46,6521502,97.61,97.77,97.445
04/21/2025,97.28,7925680,97.61,97.83,97.28
04/17/2025,97.87,5589431,98.06,98.1135,97.81
04/16/2025,98.12,10105020,97.88,98.19,97.72
04/15/2025,97.81,10074370,97.60,97.9612,97.51
04/14/2025,97.61,7940563,97.44,97.69,97.27
04/11/2025,97.04,8437429,96.66,97.17,96.15
04/10/2025,97.14,9940126,97.67,97.86,97.11
04/09/2025,97.91,16244400,97.07,97.99,96.63
04/08/2025,97.69,13173370,98.10,98.69,97.64
04/07/2025,98.20,21796530,99.22,99.31,98.00
04/04/2025,99.46,14914280,99.92,100.55,99.44
04/03/2025,99.37,9905042,99.47,99.73,99.05
04/02/2025,98.85,8225068,99.17,99.21,98.615
04/01/2025,98.96,10295170,98.81,99.13,98.6223
03/31/2025,98.92,13350750,98.98,99.09,98.70
03/28/2025,98.73,8534084,98.54,98.82,98.455
03/27/2025,98.16,9513010,98.16,98.2299,98.01
03/26/2025,98.21,6744041,98.36,98.40,98.2032
03/25/2025,98.45,5663057,98.37,98.56,98.34
03/24/2025,98.36,4894841,98.60,98.64,98.32
03/21/2025,98.74,5028775,98.96,99.035,98.74
03/20/2025,98.86,6556791,99.22,99.2499,98.80
03/19/2025,98.80,6764189,98.42,98.8291,98.325
03/18/2025,98.51,9022067,98.30,98.62,98.28
03/17/2025,98.41,10605920,98.49,98.65,98.345
03/14/2025,98.28,8949789,98.34,98.42,98.25
03/13/2025,98.48,7959567,98.09,98.50,98.012
03/12/2025,98.18,8436677,98.30,98.43,98.16
03/11/2025,98.47,10187880,98.77,98.94,98.42
03/10/2025,98.82,12319020,98.81,98.99,98.73
03/07/2025,98.35,6450705,98.85,98.9752,98.30
03/06/2025,98.47,9946193,98.51,98.62,98.23
03/05/2025,98.57,7302567,98.97,99.055,98.55
03/04/2025,98.91,7532407,99.30,99.40,98.81
03/03/2025,99.16,7533471,98.66,99.19,98.60
02/28/2025,99.25,14453010,99.08,99.285,98.92
02/27/2025,98.81,6263221,98.77,98.9263,98.725
02/26/2025,98.96,5036046,98.77,99.02,98.6549
02/25/2025,98.80,5801251,98.65,98.81,98.56
02/24/2025,98.19,7298424,97.96,98.24,97.935
02/21/2025,98.02,7070574,97.75,98.175,97.70
02/20/2025,97.60,27958750,97.54,97.6686,97.50
02/19/2025,97.45,5604824,97.27,97.4999,97.27
02/18/2025,97.31,8159401,97.46,97.58,97.31
02/14/2025,97.70,6257547,97.75,97.88,97.67
02/13/2025,97.34,7041568,97.16,97.425,96.84
02/12/2025,96.76,6404974,96.77,96.88,96.61
02/11/2025,97.27,8001204,97.27,97.34,97.2218
02/10/2025,97.49,6038721,97.57,97.68,97.41
02/07/2025,97.46,6422344,97.52,97.59,97.36
02/06/2025,97.77,6629549,97.77,97.8764,97.6318
02/05/2025,97.87,9716763,97.70,97.995,97.66
02/04/2025,97.35,8483497,97.02,97.38,97.0001
02/03/2025,97.17,9977153,97.34,97.5375,97.05
01/31/2025,97.40,10750150,97.62,97.73,97.26
01/30/2025,97.60,6802911,97.62,97.725,97.5198
01/29/2025,97.46,5912753,97.58,97.645,97.22
01/28/2025,97.52,5730533,97.34,97.53,97.29
01/27/2025,97.55,7601955,97.49,97.56,97.31
01/24/2025,97.01,6459421,96.87,97.1099,96.80
01/23/2025,96.85,7706998,96.77,96.92,96.72
01/22/2025,97.01,7283359,97.21,97.25,96.96
01/21/2025,97.24,7726045,97.15,97.28,97.09
01/17/2025,96.92,5360235,97.07,97.095,96.87
01/16/2025,96.92,9810870,96.63,97.025,96.50
01/15/2025,96.71,9562977,96.94,96.94,96.552
01/14/2025,95.88,5487559,95.86,95.93,95.7501
01/13/2025,95.85,10420720,95.94,95.95,95.735
01/10/2025,95.94,9822014,95.85,96.225,95.85
01/08/2025,96.48,7444537,96.27,96.52,96.23
01/07/2025,96.37,9153293,96.61,96.675,96.24
01/06/2025,96.71,9248349,96.72,96.7999,96.58
01/03/2025,96.81,5331125,97.03,97.0676,96.79
01/02/2025,96.91,5547684,97.07,97.205,96.78
12/31/2024,96.90,12276730,97.15,97.2099,96.83
12/30/2024,97.02,10154730,97.00,97.08,96.96
12/27/2024,96.64,8601525,96.79,96.89,96.61
12/26/2024,96.84,10620330,96.52,96.8799,96.51
12/24/2024,96.77,4739264,96.50,96.78,96.47
12/23/2024,96.66,10540780,96.95,96.9699,96.60
12/20/2024,96.96,8657695,97.05,97.22,96.94
12/19/2024,96.70,15490130,96.76,96.82,96.5045
12/18/2024,96.95,14261480,97.66,97.80,96.90
12/17/2024,98.01,7239282,98.00,98.13,97.95
12/16/2024,98.01,7124119,98.07,98.0998,97.8841
12/13/2024,97.92,6566351,98.20,98.23,97.87
12/12/2024,98.29,12353320,98.53,98.58,98.25
12/11/2024,98.69,8095829,99.08,99.1546,98.66
12/10/2024,98.92,5984610,98.87,98.99,98.804
12/09/2024,99.04,10689040,99.20,99.22,99.03
12/06/2024,99.33,12890680,99.40,99.44,99.1397
12/05/2024,99.05,8787117,98.96,99.11,98.85
12/04/2024,99.03,7448899,98.52,99.09,98.484
12/03/2024,98.71,6889766,98.97,99.06,98.67
12/02/2024,98.90,18397840,99.39,99.60,98.58
11/29/2024,99.20,9623184,99.15,99.215,99.08
11/27/2024,98.81,8749917,98.80,98.9299,98.65
11/26/2024,98.54,11303240,98.49,98.54,98.30
11/25/2024,98.69,9246256,98.53,98.70,98.43
11/22/2024,97.81,4989634,97.87,97.92,97.72
11/21/2024,97.74,6348553,97.85,98.01,97.6701
11/20/2024,97.79,5551154,97.69,97.93,97.67
11/19/2024,97.89,4735960,97.95,98.045,97.87
11/18/2024,97.75,5260760,97.55,97.82,97.465
11/15/2024,97.66,11844290,97.44,97.88,97.26
11/14/2024,97.65,7312304,97.85,97.99,97.57
11/13/2024,97.69,15834910,98.17,98.20,97.57
11/12/2024,97.71,16775680,97.98,98.14,97.6501
11/11/2024,98.28,4501340,98.30,98.33,98.16
11/08/2024,98.50,6199838,98.48,98.715,98.3748
11/07/2024,98.33,17402310,97.96,98.54,97.90
11/06/2024,97.59,9158058,97.43,97.8199,97.355
11/05/2024,98.36,6663038,98.09,98.39,97.86
11/04/2024,98.13,6630091,98.25,98.375,97.9538
11/01/2024,97.72,10387260,98.29,98.38,97.6801
10/31/2024,98.42,12754770,98.32,98.5789,98.1501
10/30/2024,98.44,11188380,98.75,98.94,98.40
10/29/2024,98.54,5421716,98.12,98.56,98.0871
10/28/2024,98.43,7363142,98.64,98.65,98.2946
10/25/2024,98.59,9028548,98.97,98.99,98.54
10/24/2024,98.79,7559385,98.68,98.95,98.60
10/23/2024,98.60,19660140,98.57,98.76,98.4815
10/22/2024,98.85,11401910,98.93,99.01,98.77
10/21/2024,98.83,6874029,99.18,99.205,98.83
10/18/2024,99.52,4973029,99.63,99.675,99.50
10/17/2024,99.45,5306334,99.60,99.66,99.42
10/16/2024,99.94,4741263,99.96,100.04,99.87
10/15/2024,99.81,7158682,99.74,99.84,99.68
10/14/2024,99.41,3512569,99.20,99.42,99.1701
10/11/2024,99.50,4878672,99.41,99.62,99.36
10/10/2024,99.47,5757678,99.45,99.55,99.2338
10/09/2024,99.53,8218472,99.64,99.67,99.47
10/08/2024,99.79,7340131,99.52,99.79,99.49
10/07/2024,99.62,6382168,99.64,99.765,99.58
10/04/2024,99.96,9641064,100.10,100.14,99.8901
10/03/2024,100.61,8751191,100.85,100.8867,100.59
10/02/2024,101.02,11700910,100.88,101.1056,100.805
10/01/2024,101.23,8811488,101.27,101.445,101.15
09/30/2024,101.27,9105421,101.44,101.4794,101.14
09/27/2024,101.50,5033279,101.41,101.56,101.325
09/26/2024,101.21,8124446,101.32,101.35,101.00
09/25/2024,101.19,9259117,101.42,101.4265,101.19
09/24/2024,101.58,5803587,101.27,101.619,101.22
09/23/2024,101.44,8428058,101.34,101.59,101.185
09/20/2024,101.48,8464907,101.43,101.65,101.315
09/19/2024,101.57,5079896,101.41,101.6101,101.3701
09/18/2024,101.56,6280106,101.68,102.03,101.53
09/17/2024,101.88,9256001,101.99,102.0301,101.825
09/16/2024,101.98,8425911,101.83,102.04,101.7482
09/13/2024,101.74,5330629,101.76,101.82,101.62
09/12/2024,101.53,6419517,101.56,101.65,101.38
09/11/2024,101.62,4184407,101.51,101.85,101.46
09/10/2024,101.65,5979509,101.34,101.70,101.31
09/09/2024,101.34,7569256,101.15,101.429,101.05
09/06/2024,101.19,8830177,101.13,101.595,100.97
09/05/2024,101.06,11921950,101.02,101.115,100.75
09/04/2024,100.80,10867810,100.43,100.85,100.40
09/03/2024,100.36,6837399,100.32,100.53,100.23
08/30/2024,100.25,7213235,100.51,100.64,100.22
08/29/2024,100.49,6912660,100.45,100.55,100.3506
08/28/2024,100.62,6960499,100.71,100.77,100.60
08/27/2024,100.71,7965500,100.48,100.74,100.43
08/26/2024,100.68,6653194,100.92,100.92,100.66
08/23/2024,100.77,6179548,100.52,100.81,100.43
08/22/2024,100.31,7893691,100.54,100.565,100.23
08/21/2024,100.72,6366682,100.61,100.90,100.43
08/20/2024,100.53,5516765,100.41,100.56,100.33
08/19/2024,100.23,4690310,100.07,100.3374,100.04
08/16/2024,100.12,6507875,100.03,100.12,99.85
08/15/2024,99.88,8628478,99.70,99.90,99.65
08/14/2024,100.30,9871619,100.15,100.40,100.14
08/13/2024,100.12,3925473,100.04,100.12,99.93
08/12/2024,99.72,7300711,99.47,99.78,99.41
08/09/2024,99.55,3879241,99.64,99.70,99.48
08/08/2024,99.20,5558079,99.11,99.28,99.07
08/07/2024,99.35,8085207,99.51,99.6142,99.24
08/06/2024,99.65,10945180,100.14,100.155,99.625
08/05/2024,100.25,12066080,100.82,100.89,100.0205
08/02/2024,100.33,9397607,99.88,100.37,99.80
08/01/2024,99.22,9642741,99.01,99.32,99.005
07/31/2024,99.11,11725120,98.81,99.12,98.6493
07/30/2024,98.58,5845841,98.52,98.64,98.38
07/29/2024,98.48,6822624,98.54,98.54,98.37
07/26/2024,98.32,4243795,98.29,98.3574,98.18
07/25/2024,97.97,12766230,97.84,98.135,97.82
07/24/2024,97.70,6578527,97.82,98.19,97.70
07/23/2024,98.00,7225976,98.095,98.18,97.98
07/22/2024,98.01,11657640,98.12,98.20,97.8625
07/19/2024,98.05,7735774,98.04,98.0969,97.97
07/18/2024,98.25,10584200,98.37,98.56,98.21
07/17/2024,98.52,5680415,98.26,98.57,98.23
07/16/2024,98.45,8936096,98.18,98.45,98.14
07/15/2024,98.05,6984734,98.15,98.28,98.025
07/12/2024,98.39,6329054,98.17,98.39,98.1302
07/11/2024,98.12,3790200,98.18,98.31,98.09
07/10/2024,97.62,4586211,97.61,97.67,97.485
07/09/2024,97.52,5004874,97.51,97.605,97.34
07/08/2024,97.61,4603072,97.59,97.65,97.45
07/05/2024,97.58,3490062,97.45,97.63,97.305
07/03/2024,97.09,4061079,96.80,97.165,96.77
07/02/2024,96.57,5441965,96.64,96.6702,96.441
07/01/2024,96.25,12239100,96.43,96.66,96.22
06/28/2024,97.07,12781550,97.77,97.795,97.07
06/27/2024,97.55,5276457,97.56,97.67,97.535
06/26/2024,97.39,4964125,97.43,97.49,97.37
06/25/2024,97.83,5701669,97.78,97.88,97.7118
06/24/2024,97.84,5017272,97.82,97.86,97.72
06/21/2024,97.76,4715500,97.89,97.98,97.645
06/20/2024,97.75,5621633,97.55,97.77,97.515
06/18/2024,97.92,7030650,97.70,98.04,97.6754
06/17/2024,97.57,5265075,97.57,97.60,97.445
06/14/2024,97.92,6239526,97.85,98.045,97.85
06/13/2024,97.82,7094817,97.70,97.93,97.58
06/12/2024,97.33,7627065,97.60,97.8116,97.31
06/11/2024,96.87,4650303,96.64,96.93,96.56
06/10/2024,96.54,8235950,96.52,96.5875,96.4301
06/07/2024,96.62,5364971,96.82,96.82,96.62
06/06/2024,97.48,6568939,97.31,97.50,97.31
06/05/2024,97.45,4602541,97.29,97.45,97.04
06/04/2024,97.15,3979112,97.00,97.24,96.94
06/03/2024,96.80,6095674,96.40,96.80,96.38
05/31/2024,96.52,8762935,96.46,96.5886,96.41
05/30/2024,96.21,5568856,96.08,96.23,96.02
05/29/2024,95.76,8249084,95.91,95.93,95.6317
05/28/2024,96.13,6046075,96.67,96.69,96.12
05/24/2024,96.58,3072140,96.43,96.62,96.39
05/23/2024,96.47,5094928,96.83,96.83,96.37
05/22/2024,96.74,3823632,96.66,96.8899,96.65
05/21/2024,96.86,5227948,96.92,96.945,96.83
05/20/2024,96.68,5262987,96.71,96.76,96.665
05/17/2024,96.77,5267144,96.92,96.9986,96.77
05/16/2024,97.08,7894451,97.23,97.27,97.01
05/15/2024,97.19,5846511,97.11,97.28,96.9801
05/14/2024,96.55,5243275,96.50,96.64,96.42
05/13/2024,96.29,5263260,96.44,96.4674,96.28
05/10/2024,96.24,5326446,96.26,96.325,96.16
05/09/2024,96.44,6732586,96.20,96.53,96.19
05/08/2024,96.26,4587251,96.25,96.3453,96.2318
05/07/2024,96.46,7686999,96.53,96.67,96.38
05/06/2024,96.26,10155470,96.21,96.33,96.15
05/03/2024,96.19,9146714,96.32,96.455,95.93
05/02/2024,95.70,7607332,95.27,95.73,95.22
05/01/2024,95.27,11017680,95.20,95.58,94.99
04/30/2024,95.23,11228470,95.32,95.50,95.15
04/29/2024,95.62,7384591,95.60,95.67,95.45
04/26/2024,95.33,8442514,95.32,95.4698,95.30
04/25/2024,95.12,6758125,94.94,95.14,94.85
04/24/2024,95.39,7960989,95.38,95.465,95.2001
04/23/2024,95.64,10837190,95.38,95.84,95.30
04/22/2024,95.44,9029044,95.33,95.525,95.32
04/19/2024,95.38,9121718,95.53,95.55,95.33
04/18/2024,95.28,7717474,95.55,95.57,95.2201
04/17/2024,95.55,7567782,95.40,95.61,95.25
04/16/2024,95.11,17565920,95.01,95.175,94.90
04/15/2024,95.38,11705250,95.47,95.53,95.205
04/12/2024,95.96,17284700,96.08,96.1963,95.96
04/11/2024,95.78,16217810,95.98,96.025,95.59
04/10/2024,95.76,11248930,96.22,96.27,95.74
04/09/2024,96.92,5736500,96.83,96.98,96.83
04/08/2024,96.59,11457110,96.56,96.70,96.50
04/05/2024,96.68,12343560,96.76,96.995,96.675
04/04/2024,97.16,9327565,97.11,97.17,96.92
04/03/2024,96.93,6919270,96.58,96.95,96.485
04/02/2024,96.87,10624650,96.66,96.89,96.54
04/01/2024,96.94,8667445,97.32,97.34,96.89
03/28/2024,97.94,8863332,97.93,98.08,97.85
03/27/2024,98.06,9366825,97.80,98.075,97.79
03/26/2024,97.74,8830456,97.66,97.76,97.52
03/25/2024,97.64,11037740,97.76,97.76,97.57
03/22/2024,97.82,8359208,97.91,97.91,97.74
03/21/2024,97.51,10100250,97.62,97.68,97.41
03/20/2024,97.44,8681408,97.29,97.63,97.13
03/19/2024,97.24,5076659,97.15,97.3391,97.105
03/18/2024,97.00,5227228,97.07,97.12,96.92
03/15/2024,97.10,5756900,97.15,97.195,97.02
03/14/2024,97.11,10541000,97.48,97.48,97.10
03/13/2024,97.73,5846648,97.82,97.93,97.73
03/12/2024,97.91,7471902,98.02,98.04,97.80
03/11/2024,98.16,11354560,98.28,98.305,98.09
03/08/2024,98.27,7168723,98.34,98.405,98.19
03/07/2024,98.18,7726663,98.22,98.24,97.97
03/06/2024,97.97,16536200,97.95,98.1601,97.91
03/05/2024,97.82,6815524,97.69,97.92,97.60
03/04/2024,97.29,7428243,97.26,97.3801,97.23
03/01/2024,97.53,8994931,96.99,97.55,96.81
02/29/2024,97.35,16774090,97.38,97.555,97.29
02/28/2024,97.19,7942456,97.07,97.23,97.0133
02/27/2024,97.00,9065486,97.10,97.215,96.94
02/26/2024,97.13,9374597,97.34,97.35,96.97
02/23/2024,97.34,7738039,96.99,97.39,96.99
02/22/2024,96.98,7538284,96.93,97.09,96.84
02/21/2024,96.90,7785144,97.28,97.28,96.8653
02/20/2024,97.19,8735680,97.23,97.3575,97.16
02/16/2024,97.10,7723697,96.95,97.10,96.895
02/15/2024,97.41,7194549,97.49,97.55,97.2301
02/14/2024,97.18,8776901,96.84,97.215,96.84
02/13/2024,96.75,15872620,97.04,97.095,96.75
02/12/2024,97.65,5696254,97.70,97.745,97.52
02/09/2024,97.63,7120463,97.54,97.63,97.495
02/08/2024,97.66,12446860,97.78,97.84,97.62
02/07/2024,97.96,8785226,97.99,98.28,97.94
02/06/2024,98.16,6608583,97.79,98.20,97.775
02/05/2024,97.65,7656888,97.89,97.91,97.56
02/02/2024,98.46,8422612,98.49,98.62,98.2616
02/01/2024,99.37,11937360,99.20,99.565,99.02
01/31/2024,99.10,10829130,99.00,99.26,98.81
01/30/2024,98.65,6740125,98.64,98.69,98.29
01/29/2024,98.46,6423562,98.30,98.53,98.1918
01/26/2024,98.07,5022843,98.20,98.20,97.984
01/25/2024,98.18,16521610,98.01,98.20,97.96
01/24/2024,97.74,11278510,98.29,98.33,97.70
01/23/2024,97.96,5642997,97.99,98.00,97.82
01/22/2024,98.20,8712582,98.26,98.3556,98.10
01/19/2024,98.02,9126093,97.89,98.02,97.6714
